ID	Gene1	Gene2	NumSupp	Chrom1	Breakpoint1	Chrom2	Breakpoint2	SupportingReads
GF0136	ENSG00000283228	CACNB4	189	chr2	151883370	chr2	152098329	Normal4_3611_9,Normal4_3547_13,Normal4_3547_14,Normal4_3547_17,Normal4_3547_21,Normal4_3547_23,Normal4_3547_26,Normal4_3547_27,Normal4_3547_33,Normal4_3547_37,Normal4_3547_38,Normal4_3547_41,Normal4_3547_5,Normal4_3547_6,Normal4_3553_1,Normal4_3553_11,Normal4_3553_12,Normal4_3553_13,Normal4_3553_15,Normal4_3553_18,Normal4_3553_19,Normal4_3553_20,Normal4_3553_21,Normal4_3553_22,Normal4_3553_24,Normal4_3553_25,Normal4_3553_28,Normal4_3553_29,Normal4_3553_3,Normal4_3553_30,Normal4_3553_31,Normal4_3553_32,Normal4_3553_4,Normal4_3553_5,Normal4_3553_7,Normal4_3553_8,Normal4_3553_9,Normal4_3559_10,Normal4_3559_11,Normal4_3559_12,Normal4_3559_14,Normal4_3559_15,Normal4_3559_17,Normal4_3559_18,Normal4_3559_20,Normal4_3559_21,Normal4_3559_24,Normal4_3559_28,Normal4_3559_32,Normal4_3559_34,Normal4_3559_35,Normal4_3559_36,Normal4_3559_4,Normal4_3559_5,Normal4_3563_1,Normal4_3563_11,Normal4_3563_13,Normal4_3563_14,Normal4_3563_15,Normal4_3563_16,Normal4_3563_17,Normal4_3563_18,Normal4_3563_20,Normal4_3563_22,Normal4_3563_24,Normal4_3563_26,Normal4_3563_27,Normal4_3563_28,Normal4_3563_29,Normal4_3563_3,Normal4_3563_32,Normal4_3563_33,Normal4_3563_5,Normal4_3563_6,Normal4_3563_7,Normal4_3563_8,Normal4_3563_9,Normal4_3564_10,Normal4_3564_14,Normal4_3564_15,Normal4_3564_19,Normal4_3564_24,Normal4_3564_28,Normal4_3564_3,Normal4_3564_32,Normal4_3564_4,Normal4_3564_5,Normal4_3564_8,Normal4_3564_9,Normal4_3574_1,Normal4_3574_11,Normal4_3574_20,Normal4_3574_23,Normal4_3574_27,Normal4_3574_28,Normal4_3574_30,Normal4_3574_31,Normal4_3574_32,Normal4_3574_4,Normal4_3574_6,Normal4_3575_1,Normal4_3575_10,Normal4_3575_11,Normal4_3575_12,Normal4_3575_14,Normal4_3575_15,Normal4_3575_17,Normal4_3575_19,Normal4_3575_2,Normal4_3575_22,Normal4_3575_23,Normal4_3575_28,Normal4_3575_31,Normal4_3575_5,Normal4_3575_6,Normal4_3575_9,Normal4_3583_1,Normal4_3583_10,Normal4_3583_14,Normal4_3583_15,Normal4_3583_16,Normal4_3583_17,Normal4_3583_18,Normal4_3583_19,Normal4_3583_2,Normal4_3583_21,Normal4_3583_23,Normal4_3583_25,Normal4_3583_26,Normal4_3583_28,Normal4_3583_3,Normal4_3583_30,Normal4_3583_4,Normal4_3583_5,Normal4_3583_9,Normal4_3601_1,Normal4_3601_10,Normal4_3601_11,Normal4_3601_12,Normal4_3601_13,Normal4_3601_14,Normal4_3601_15,Normal4_3601_16,Normal4_3601_19,Normal4_3601_2,Normal4_3601_21,Normal4_3601_23,Normal4_3601_24,Normal4_3601_26,Normal4_3601_28,Normal4_3601_3,Normal4_3601_30,Normal4_3601_31,Normal4_3601_4,Normal4_3601_7,Normal4_3601_9,Normal4_3610_1,Normal4_3610_11,Normal4_3610_12,Normal4_3610_13,Normal4_3610_16,Normal4_3610_18,Normal4_3610_2,Normal4_3610_20,Normal4_3610_21,Normal4_3610_23,Normal4_3610_25,Normal4_3610_26,Normal4_3610_27,Normal4_3610_3,Normal4_3610_30,Normal4_3610_31,Normal4_3610_4,Normal4_3610_5,Normal4_3610_6,Normal4_3610_7,Normal4_3610_8,Normal4_3610_9,Normal4_3611_12,Normal4_3611_18,Normal4_3611_2,Normal4_3611_22,Normal4_3611_27,Normal4_3611_29,Normal4_3611_3,Normal4_3611_30,Normal4_3611_4,Normal4_3547_28,Normal4_3574_29
GF0137	ENSG00000283228	CACNB4	4	chr2	151880917	chr2	152098328	Normal4_3574_21,Normal4_3553_6,Normal4_3559_29,Normal4_3564_22
GF0138	SWT1	LINC01876	4	chr1	185257547	chr2	156024578	Normal4_3759_5,Normal4_3753_16,Normal4_3753_27,Normal4_3759_10
GF0139	ENSG00000283839	ZNF804A	24	chr2	184599070	chr2	184866367	Normal4_5907_9,Normal4_5907_1,Normal4_5907_10,Normal4_5907_13,Normal4_5907_14,Normal4_5907_15,Normal4_5907_17,Normal4_5907_18,Normal4_5907_19,Normal4_5907_2,Normal4_5907_20,Normal4_5907_21,Normal4_5907_26,Normal4_5907_27,Normal4_5907_28,Normal4_5907_29,Normal4_5907_3,Normal4_5907_30,Normal4_5907_4,Normal4_5907_6,Normal4_5907_7,Normal4_5907_8,Normal4_5907_24,Normal4_5907_23
GF0140	IMPDH1P7	CALCRL-AS1	4	chr2	187003362	chr2	187499507	Normal4_5991_27,Normal4_5991_14,Normal4_5991_19,Normal4_5991_2
GF0141	MYOSLID	ENSG00000223725	8	chr2	207240336	chr2	207517620	Normal4_7528_3,Normal4_7528_11,Normal4_7528_12,Normal4_7528_17,Normal4_7528_19,Normal4_7528_24,Normal4_7528_25,Normal4_7528_27
GF0142	TBC1D5	LMTK2	4	chr3	17623913	chr7	98181099	Normal5_2599_3,Normal5_2592_11,Normal5_2592_22,Normal5_2599_14
GF0143	TBC1D5	LMTK2	4	chr3	17508599	chr7	98181089	Normal5_2595_27,Normal5_2583_21,Normal5_2591_23,Normal5_2591_3
GF0144	TBC1D5	SATB1	21	chr3	17308132	chr3	18444607	Normal5_2585_9,Normal5_2585_10,Normal5_2585_11,Normal5_2585_12,Normal5_2585_14,Normal5_2585_15,Normal5_2585_19,Normal5_2585_21,Normal5_2585_22,Normal5_2585_23,Normal5_2585_24,Normal5_2585_26,Normal5_2585_27,Normal5_2585_28,Normal5_2585_29,Normal5_2585_3,Normal5_2585_30,Normal5_2585_5,Normal5_2585_6,Normal5_2585_7,Normal5_2585_8
GF0145	KCNH8	ENSG00000287069	6	chr3	19470416	chr3	19700927	Normal5_2725_8,Normal5_2725_18,Normal5_2725_2,Normal5_2725_28,Normal5_2725_29,Normal5_2725_30
GF0146	SGO1-AS1	ENSG00000282987	17	chr3	21008477	chr3	21224689	Normal5_2778_4,Normal5_2778_1,Normal5_2778_11,Normal5_2778_12,Normal5_2778_13,Normal5_2778_15,Normal5_2778_16,Normal5_2778_17,Normal5_2778_19,Normal5_2778_21,Normal5_2778_22,Normal5_2778_24,Normal5_2778_26,Normal5_2778_27,Normal5_2778_29,Normal5_2778_3,Normal5_2778_31
GF0147	LUZP2	ENSG00000283563	68	chr11	24891958	chr3	29434742	Normal5_3135_8,Normal5_3131_1,Normal5_3131_11,Normal5_3131_12,Normal5_3131_13,Normal5_3131_14,Normal5_3131_16,Normal5_3131_19,Normal5_3131_2,Normal5_3131_20,Normal5_3131_21,Normal5_3131_25,Normal5_3131_26,Normal5_3131_27,Normal5_3131_28,Normal5_3131_3,Normal5_3131_32,Normal5_3131_4,Normal5_3131_6,Normal5_3131_7,Normal5_3131_8,Normal5_3131_9,Normal5_3135_11,Normal5_3135_12,Normal5_3135_13,Normal5_3135_14,Normal5_3135_15,Normal5_3135_16,Normal5_3135_18,Normal5_3135_19,Normal5_3135_2,Normal5_3135_20,Normal5_3135_22,Normal5_3135_23,Normal5_3135_25,Normal5_3135_27,Normal5_3135_28,Normal5_3135_29,Normal5_3135_3,Normal5_3135_5,Normal5_3135_7
GF0149	ENSG00000283563	RBMS3	22	chr3	28576495	chr3	29434745	Normal5_3135_8,Normal5_3135_11,Normal5_3135_12,Normal5_3135_13,Normal5_3135_14,Normal5_3135_15,Normal5_3135_16,Normal5_3135_18,Normal5_3135_19,Normal5_3135_2,Normal5_3135_20,Normal5_3135_22,Normal5_3135_23,Normal5_3135_24,Normal5_3135_25,Normal5_3135_27,Normal5_3135_28,Normal5_3135_29,Normal5_3135_3,Normal5_3135_4,Normal5_3135_5,Normal5_3135_7
GF0150	ENSG00000283563	RBMS3	9	chr3	29488498	chr3	29739718	Normal5_3147_1,Normal5_3135_17,Normal5_3135_26,Normal5_3140_12,Normal5_3140_20,Normal5_3141_2,Normal5_3141_39,Normal5_3142_33,Normal5_3145_27
GF0151	ENSG00000283563	RBMS3	4	chr3	29434914	chr3	29739719	Normal5_3147_29,Normal5_3142_25,Normal5_3145_16,Normal5_3145_23
GF0152	ENSG00000283563	RBMS3	3	chr3	29183128	chr3	29434745	Normal5_3140_6,Normal5_3140_13,Normal5_3140_25
GF0153	LUZP2	RBMS3	42	chr11	24891958	chr3	29434745	Normal5_3140_9,Normal5_3135_11,Normal5_3135_12,Normal5_3135_13,Normal5_3135_14,Normal5_3135_15,Normal5_3135_16,Normal5_3135_18,Normal5_3135_19,Normal5_3135_2,Normal5_3135_20,Normal5_3135_22,Normal5_3135_23,Normal5_3135_24,Normal5_3135_25,Normal5_3135_27,Normal5_3135_28,Normal5_3135_29,Normal5_3135_3,Normal5_3135_30,Normal5_3135_5,Normal5_3135_6,Normal5_3135_7,Normal5_3135_8,Normal5_3135_9,Normal5_3140_10,Normal5_3140_11,Normal5_3140_14,Normal5_3140_17,Normal5_3140_18,Normal5_3140_19,Normal5_3140_22,Normal5_3140_24,Normal5_3140_26,Normal5_3140_27,Normal5_3140_28,Normal5_3140_29,Normal5_3140_3,Normal5_3140_4,Normal5_3140_5,Normal5_3140_7,Normal5_3140_8
GF0154	CFAP20DC-DT	FHIT	7	chr3	59752320	chr3	60011370	Normal5_6942_29,Normal5_6939_16,Normal5_6939_17,Normal5_6939_5,Normal5_6939_6,Normal5_6940_14,Normal5_6942_10
GF0155	CFAP20DC-DT	FHIT	6	chr3	59752321	chr3	60536853	Normal5_6942_29,Normal5_6939_17,Normal5_6939_23,Normal5_6939_5,Normal5_6940_16,Normal5_6942_10
GF0156	CFAP20DC-DT	FHIT	5	chr3	59752321	chr3	60014010	Normal5_6942_13,Normal5_6939_23,Normal5_6940_16,Normal5_6940_7,Normal5_6941_9
GF0157	CFAP20DC-DT	FHIT	4	chr3	59752321	chr3	61251300	Normal5_6942_13,Normal5_6940_14,Normal5_6940_16,Normal5_6940_7
GF0158	ENSG00000287505	LINC01266	3	chr3	536325	chr3	749856	Normal5_872_8,Normal5_871_8,Normal5_872_27
GF0159	PRR23A	MRPS22	6	chr3	139006092	chr3	139343954	Normal6_1735_8,Normal6_1735_14,Normal6_1735_19,Normal6_1735_21,Normal6_1735_22,Normal6_1735_4
GF0160	SIAH2-AS1	CLRN1-AS1	9	chr3	150852604	chr3	151062925	Normal6_2578_8,Normal6_2578_10,Normal6_2578_13,Normal6_2578_17,Normal6_2578_20,Normal6_2578_27,Normal6_2578_28,Normal6_2578_4,Normal6_2578_7
GF0161	CLDN11	ENSG00000285218	29	chr3	170423327	chr3	170708042	Normal6_3739_9,Normal6_3739_1,Normal6_3739_10,Normal6_3739_12,Normal6_3739_13,Normal6_3739_14,Normal6_3739_15,Normal6_3739_16,Normal6_3739_17,Normal6_3739_19,Normal6_3739_2,Normal6_3739_20,Normal6_3739_21,Normal6_3739_22,Normal6_3739_23,Normal6_3739_25,Normal6_3739_26,Normal6_3739_27,Normal6_3739_28,Normal6_3739_29,Normal6_3739_3,Normal6_3739_4,Normal6_3739_5,Normal6_3739_7,Normal6_3739_8
GF0165	CPEB2	C1QTNF7-AS1	15	chr4	15017886	chr4	15263396	Normal6_8035_9,Normal6_8035_10,Normal6_8035_14,Normal6_8035_17,Normal6_8035_18,Normal6_8035_2,Normal6_8035_20,Normal6_8035_24,Normal6_8035_28,Normal6_8035_29,Normal6_8035_3,Normal6_8035_4,Normal6_8035_5,Normal6_8035_6,Normal6_8035_7
GF0166	LINC02438	ENSG00000248515	19	chr4	19455651	chr4	19833923	Normal6_8259_9,Normal6_8259_12,Normal6_8259_13,Normal6_8259_15,Normal6_8259_17,Normal6_8259_18,Normal6_8259_2,Normal6_8259_20,Normal6_8259_22,Normal6_8259_23,Normal6_8259_25,Normal6_8259_26,Normal6_8259_28,Normal6_8259_29,Normal6_8259_4,Normal6_8259_5,Normal6_8259_6,Normal6_8259_7,Normal6_8259_8
GF0167	LINC02438	ENSG00000248515	7	chr4	19455650	chr4	19856275	Normal6_8260_5,Normal6_8260_16,Normal6_8260_17,Normal6_8260_18,Normal6_8260_20,Normal6_8260_21,Normal6_8260_29
GF0168	ENSG00000286596	PCDH7	26	chr4	30724595	chr4	31142469	Normal6_8650_8,Normal6_8647_15,Normal6_8647_20,Normal6_8647_29,Normal6_8648_1,Normal6_8648_13,Normal6_8648_15,Normal6_8648_17,Normal6_8648_18,Normal6_8648_19,Normal6_8648_2,Normal6_8648_21,Normal6_8648_24,Normal6_8648_25,Normal6_8648_29,Normal6_8648_3,Normal6_8648_33,Normal6_8648_37,Normal6_8648_39,Normal6_8648_40,Normal6_8648_42,Normal6_8648_43,Normal6_8648_7,Normal6_8648_8,Normal6_8649_11,Normal6_8649_2
GF0169	FIP1L1	PDGFRA	29	chr4	53425964	chr4	54274921	Normal6_9630_9,Normal6_9630_11,Normal6_9630_24,Normal6_9630_5,Normal6_9630_7,Normal6_9630_8,Normal6_9630_1,Normal6_9630_10,Normal6_9630_12,Normal6_9630_16,Normal6_9630_20,Normal6_9630_21,Normal6_9630_22,Normal6_9630_25,Normal6_9630_27,Normal6_9630_3,Normal6_9630_32,Normal6_9630_4,Normal6_9630_6,Normal6_9630_15
GF0171	UBA6-DT	TMPRSS11F	26	chr4	67755254	chr4	68062605	Normal7_129_9,Normal7_129_11,Normal7_129_13,Normal7_129_14,Normal7_129_16,Normal7_129_17,Normal7_129_18,Normal7_129_19,Normal7_129_2,Normal7_129_22,Normal7_129_23,Normal7_129_24,Normal7_129_27,Normal7_129_28,Normal7_129_29,Normal7_129_30,Normal7_129_31,Normal7_129_7,Normal7_129_8
GF0173	ENSG00000248511	GRID2	44	chr4	92304744	chr4	93084992	Normal7_1889_9,Normal7_1889_1,Normal7_1889_10,Normal7_1889_13,Normal7_1889_14,Normal7_1889_15,Normal7_1889_17,Normal7_1889_18,Normal7_1889_2,Normal7_1889_20,Normal7_1889_22,Normal7_1889_23,Normal7_1889_24,Normal7_1889_25,Normal7_1889_26,Normal7_1889_29,Normal7_1889_3,Normal7_1889_32,Normal7_1889_33,Normal7_1889_4,Normal7_1889_6,Normal7_1889_8
GF0175	CXXC4-AS1	ENSG00000248242	7	chr4	104667015	chr4	104927993	Normal7_2410_29,Normal7_2410_1,Normal7_2410_13,Normal7_2410_2,Normal7_2410_21,Normal7_2410_23,Normal7_2410_28
GF0176	ENSG00000286147	DKK2	21	chr4	106925950	chr4	107188425	Normal7_2558_9,Normal7_2556_1,Normal7_2556_10,Normal7_2556_13,Normal7_2556_16,Normal7_2556_19,Normal7_2556_2,Normal7_2556_21,Normal7_2556_22,Normal7_2556_24,Normal7_2556_26,Normal7_2556_27,Normal7_2556_3,Normal7_2556_4,Normal7_2556_5,Normal7_2556_7,Normal7_2558_10,Normal7_2558_11,Normal7_2558_17,Normal7_2558_22,Normal7_2558_27
GF0177	ENSG00000286147	DKK2	18	chr4	106925948	chr4	107127940	Normal7_2558_8,Normal7_2558_12,Normal7_2558_13,Normal7_2558_14,Normal7_2558_15,Normal7_2558_16,Normal7_2558_18,Normal7_2558_19,Normal7_2558_20,Normal7_2558_23,Normal7_2558_25,Normal7_2558_26,Normal7_2558_28,Normal7_2558_29,Normal7_2558_4,Normal7_2558_5,Normal7_2558_6,Normal7_2558_7
GF0178	ENSG00000250855	LINC02945	21	chr4	111829049	chr4	112072563	Normal7_2834_9,Normal7_2834_1,Normal7_2834_12,Normal7_2834_13,Normal7_2834_15,Normal7_2834_17,Normal7_2834_18,Normal7_2834_19,Normal7_2834_20,Normal7_2834_21,Normal7_2834_22,Normal7_2834_24,Normal7_2834_26,Normal7_2834_27,Normal7_2834_28,Normal7_2834_29,Normal7_2834_4,Normal7_2834_5,Normal7_2834_6,Normal7_2834_7,Normal7_2834_8
GF0179	MGST2	MAML3	10	chr4	139730667	chr4	140152858	Normal7_4251_6,Normal7_4251_1,Normal7_4251_11,Normal7_4251_15,Normal7_4251_17,Normal7_4251_18,Normal7_4251_2,Normal7_4251_24,Normal7_4251_25,Normal7_4251_5
GF0180	ENSG00000251600	ENSG00000285783	3	chr4	144283182	chr4	144755155	Normal7_4481_24,Normal7_4481_2,Normal7_4481_22
GF0181	ENSG00000285783	ANAPC10	25	chr4	144415978	chr4	145064570	Normal7_4483_8,Normal7_4483_1,Normal7_4483_10,Normal7_4483_11,Normal7_4483_13,Normal7_4483_14,Normal7_4483_15,Normal7_4483_16,Normal7_4483_17,Normal7_4483_18,Normal7_4483_19,Normal7_4483_2,Normal7_4483_20,Normal7_4483_21,Normal7_4483_22,Normal7_4483_25,Normal7_4483_26,Normal7_4483_27,Normal7_4483_28,Normal7_4483_3,Normal7_4483_30,Normal7_4483_4,Normal7_4483_5,Normal7_4483_6,Normal7_4483_7
GF0182	ENSG00000285783	ANAPC10	3	chr4	144832916	chr4	145064570	Normal7_4501_30,Normal7_4501_17,Normal7_4501_20
GF0183	LINC02146	LINC02241	3	chr5	20611980	chr5	20895480	Normal7_7944_29,Normal7_7935_9,Normal7_7944_28
GF0184	PDE4D	PART1	22	chr5	60185686	chr5	60487941	Normal7_9801_9,Normal7_9801_1,Normal7_9801_10,Normal7_9801_11,Normal7_9801_12,Normal7_9801_13,Normal7_9801_14,Normal7_9801_17,Normal7_9801_18,Normal7_9801_20,Normal7_9801_21,Normal7_9801_22,Normal7_9801_23,Normal7_9801_25,Normal7_9801_26,Normal7_9801_27,Normal7_9801_28,Normal7_9801_3,Normal7_9801_4,Normal7_9801_6,Normal7_9801_7,Normal7_9801_8
GF0185	KIF2A	ENSG00000288643	24	chr5	62306535	chr5	62515386	Normal7_9982_9,Normal7_9982_1,Normal7_9982_10,Normal7_9982_11,Normal7_9982_12,Normal7_9982_14,Normal7_9982_15,Normal7_9982_16,Normal7_9982_17,Normal7_9982_18,Normal7_9982_19,Normal7_9982_21,Normal7_9982_23,Normal7_9982_24,Normal7_9982_26,Normal7_9982_27,Normal7_9982_28,Normal7_9982_29,Normal7_9982_3,Normal7_9982_4,Normal7_9982_5,Normal7_9982_6,Normal7_9982_7,Normal7_9982_8
GF0187	ENSG00000286577	KIAA0825	51	chr5	94154125	chr5	94384365	Normal8_2184_8,Normal8_2182_11,Normal8_2182_13,Normal8_2182_15,Normal8_2182_17,Normal8_2182_19,Normal8_2182_22,Normal8_2182_24,Normal8_2182_25,Normal8_2182_26,Normal8_2182_29,Normal8_2182_31,Normal8_2182_35,Normal8_2182_36,Normal8_2182_37,Normal8_2182_4,Normal8_2182_5,Normal8_2182_6,Normal8_2182_7,Normal8_2182_9,Normal8_2183_1,Normal8_2183_11,Normal8_2183_14,Normal8_2183_15,Normal8_2183_18,Normal8_2183_2,Normal8_2183_22,Normal8_2183_24,Normal8_2183_25,Normal8_2183_27,Normal8_2183_32,Normal8_2183_33,Normal8_2183_4,Normal8_2183_5,Normal8_2183_7,Normal8_2184_13,Normal8_2184_14,Normal8_2184_15,Normal8_2184_17,Normal8_2184_19,Normal8_2184_20,Normal8_2184_21,Normal8_2184_22,Normal8_2184_26,Normal8_2184_27,Normal8_2184_28,Normal8_2184_3,Normal8_2184_31,Normal8_2184_32,Normal8_2184_6,Normal8_2184_7
GF0188	STARD4-AS1	NREP	21	chr5	111735506	chr5	111975271	Normal8_2900_9,Normal8_2900_1,Normal8_2900_10,Normal8_2900_13,Normal8_2900_14,Normal8_2900_18,Normal8_2900_2,Normal8_2900_22,Normal8_2900_23,Normal8_2900_25,Normal8_2900_28,Normal8_2900_30,Normal8_2900_31,Normal8_2900_4,Normal8_2900_5,Normal8_2900_6
GF0190	STARD4-AS1	NREP	3	chr5	111735507	chr5	111997321	Normal8_2904_29,Normal8_2904_12,Normal8_2904_15
GF0191	LINC02147	LINC02208	47	chr5	118243267	chr5	118469080	Normal8_3191_6,Normal8_3190_11,Normal8_3190_12,Normal8_3190_13,Normal8_3190_14,Normal8_3190_18,Normal8_3190_19,Normal8_3190_20,Normal8_3190_21,Normal8_3190_24,Normal8_3190_25,Normal8_3190_27,Normal8_3190_28,Normal8_3190_6,Normal8_3190_9,Normal8_3191_1,Normal8_3191_10,Normal8_3191_11,Normal8_3191_13,Normal8_3191_14,Normal8_3191_15,Normal8_3191_16,Normal8_3191_18,Normal8_3191_2,Normal8_3191_20,Normal8_3191_22,Normal8_3191_24,Normal8_3191_25,Normal8_3191_27,Normal8_3191_28,Normal8_3191_29,Normal8_3191_4
GF0192	LINC02147	LINC02208	25	chr5	118243269	chr5	118472062	Normal8_3192_9,Normal8_3192_1,Normal8_3192_10,Normal8_3192_11,Normal8_3192_13,Normal8_3192_14,Normal8_3192_15,Normal8_3192_16,Normal8_3192_17,Normal8_3192_19,Normal8_3192_2,Normal8_3192_21,Normal8_3192_22,Normal8_3192_25,Normal8_3192_26,Normal8_3192_28,Normal8_3192_29,Normal8_3192_30,Normal8_3192_4,Normal8_3192_5,Normal8_3192_6,Normal8_3192_8
GF0193	LINC02147	LINC02208	25	chr5	118151460	chr5	118468299	Normal8_3189_9,Normal8_3189_1,Normal8_3189_14,Normal8_3189_18,Normal8_3189_19,Normal8_3189_21,Normal8_3189_22,Normal8_3189_23,Normal8_3189_24,Normal8_3189_25,Normal8_3189_26,Normal8_3189_27,Normal8_3189_4,Normal8_3189_8
GF0194	LINC02147	LINC02208	24	chr5	118151462	chr5	118474368	Normal8_3188_6,Normal8_3188_1,Normal8_3188_10,Normal8_3188_11,Normal8_3188_14,Normal8_3188_15,Normal8_3188_16,Normal8_3188_17,Normal8_3188_19,Normal8_3188_2,Normal8_3188_21,Normal8_3188_27,Normal8_3188_28,Normal8_3188_30
GF0198	LINC02147	LINC02208	4	chr5	118001065	chr5	118474368	Normal8_3188_5,Normal8_3188_13,Normal8_3188_23,Normal8_3188_4
GF0200	ADAMTS19	ENSG00000251680	24	chr5	129500588	chr5	129734942	Normal8_3745_8,Normal8_3745_11,Normal8_3745_12,Normal8_3745_13,Normal8_3745_14,Normal8_3745_16,Normal8_3745_17,Normal8_3745_19,Normal8_3745_2,Normal8_3745_20,Normal8_3745_21,Normal8_3745_22,Normal8_3745_23,Normal8_3745_24,Normal8_3745_25,Normal8_3745_26,Normal8_3745_27,Normal8_3745_28,Normal8_3745_29,Normal8_3745_3,Normal8_3745_30,Normal8_3745_4,Normal8_3745_5,Normal8_3745_7
GF0201	ENSG00000250167	SLC25A48	24	chr5	135509756	chr5	135761023	Normal8_4377_7,Normal8_4377_10,Normal8_4377_11,Normal8_4377_12,Normal8_4377_14,Normal8_4377_16,Normal8_4377_18,Normal8_4377_19,Normal8_4377_24,Normal8_4377_25,Normal8_4377_26,Normal8_4377_5,Normal8_4377_6
GF0203	ENSG00000286749	LINC01470	18	chr5	152684784	chr5	153068711	Normal8_6373_8,Normal8_6373_12,Normal8_6373_13,Normal8_6373_14,Normal8_6373_15,Normal8_6373_17,Normal8_6373_19,Normal8_6373_2,Normal8_6373_20,Normal8_6373_21,Normal8_6373_22,Normal8_6373_23,Normal8_6373_25,Normal8_6373_29,Normal8_6373_3,Normal8_6373_4,Normal8_6373_6,Normal8_6373_7
GF0204	ENSG00000286749	LINC01470	10	chr5	152684783	chr5	152966240	Normal8_6374_6,Normal8_6372_10,Normal8_6372_19,Normal8_6372_4,Normal8_6372_5,Normal8_6374_11,Normal8_6374_12,Normal8_6374_18,Normal8_6374_20,Normal8_6374_28
