#FusionName	num_LR	LeftGene	LeftLocalBreakpoint	LeftBreakpoint	RightGene	RightLocalBreakpoint	RightBreakpoint	SpliceType	LR_accessions	LR_FFPM	annots	max_LR_FFPM	frac_dom_iso	above_frac_dom_iso
UVRAG--ATM	1	UVRAG	23586	chr11:76116015:+	ATM	36919	chr11:108227595:+	ONLY_REF_SPLICE	m64139_220127_180020/34996538/ccs	0.226	["CCLE_StarF2019","INTRACHROMOSOMAL[chr11:32.08Mb]"]	0.226	1.0	True
UVSSA--SLC12A7	1	UVSSA	3499	chr4:1348189:+	SLC12A7	50859	chr5:1060451:-	ONLY_REF_SPLICE	m64139_220127_180020/165085506/ccs	0.226	["INTERCHROMOSOMAL[chr4--chr5]"]	0.226	1.0	True
UXS1--PTPN4	1	UXS1	1154	chr2:106194148:-	PTPN4	32637	chr2:119862536:+	ONLY_REF_SPLICE	m64139_220127_180020/117311380/ccs	0.226	["INTRACHROMOSOMAL[chr2:13.57Mb]"]	0.226	1.0	True
VAPA--ANKRD12	1	VAPA	1320	chr18:9914335:+	ANKRD12	37019	chr18:9254211:+	ONLY_REF_SPLICE	m64139_220127_180020/119081697/ccs	0.226	["INTRACHROMOSOMAL[chr18:0.63Mb]"]	0.226	1.0	True
VPS13A--EIF4ENIF1	1	VPS13A	46755	chr9:77337537:+	EIF4ENIF1	97448	chr22:31450360:-	ONLY_REF_SPLICE	m64139_220127_180020/124453355/ccs	0.226	["INTERCHROMOSOMAL[chr9--chr22]"]	0.226	1.0	True
VPS36--POLI	1	VPS36	10925	chr13:52425932:-	POLI	23844	chr18:54271360:+	ONLY_REF_SPLICE	m64139_220127_180020/115935826/ccs	0.226	["INTERCHROMOSOMAL[chr13--chr18]"]	0.226	1.0	True
UBXN2A--UBR5	1	UBXN2A	9241	chr2:23983033:+	UBR5	70094	chr8:102257717:-	ONLY_REF_SPLICE	m64139_220127_180020/119341999/ccs	0.226	["INTERCHROMOSOMAL[chr2--chr8]"]	0.226	1.0	True
UBL5--ALKBH3	1	UBL5	1498	chr19:9828389:+	ALKBH3	8369	chr11:43883085:+	ONLY_REF_SPLICE	m64139_220127_180020/90047495/ccs	0.226	["INTERCHROMOSOMAL[chr19--chr11]"]	0.226	1.0	True
UBE2K--PDS5A	1	UBE2K	5618	chr4:39774933:+	PDS5A	17574	chr4:39928164:-	ONLY_REF_SPLICE	m64139_220127_180020/29427757/ccs	0.226	["Klijn_CellLines","DEEPEST2019","DepMap2023","CCLE_StarF2019","INTRACHROMOSOMAL[chr4:0.04Mb]","LOCAL_INVERSION:+:-:[40071]"]	0.226	1.0	True
TSC2--SDHAP1	1	TSC2	6052	chr16:2055519:+	SDHAP1	56000	chr3:195960086:-	ONLY_REF_SPLICE	m64139_220127_180020/164563542/ccs	0.226	["INTERCHROMOSOMAL[chr16--chr3]"]	0.226	1.0	True
TRAPPC2B--SNX5	1	TRAPPC2B	1153	chr19:57363703:+	SNX5	10202	chr20:17957037:-	ONLY_REF_SPLICE	m64139_220127_180020/54069451/ccs	0.226	["INTERCHROMOSOMAL[chr19--chr20]"]	0.226	1.0	True
TRAPPC9--NBAS	1	TRAPPC9	30288	chr8:139988726:-	NBAS	60445	chr2:15511350:-	ONLY_REF_SPLICE	m64139_220127_180020/21694788/ccs	0.226	["INTERCHROMOSOMAL[chr8--chr2]"]	0.226	1.0	True
TRERF1--HADH	1	TRERF1	1875	chr6:42451177:-	HADH	35888	chr4:108023474:+	ONLY_REF_SPLICE	m64139_220127_180020/18941091/ccs	0.226	["INTERCHROMOSOMAL[chr6--chr4]"]	0.226	1.0	True
TRIM22--SMARCAD1	1	TRIM22	3929	chr11:5696655:+	SMARCAD1	33237	chr4:94249654:+	ONLY_REF_SPLICE	m64139_220127_180020/165807981/ccs	0.226	["INTERCHROMOSOMAL[chr11--chr4]"]	0.226	1.0	True
TRIM5--N4BP2	1	TRIM5	11007	chr11:5678204:-	N4BP2	31953	chr4:40117869:+	ONLY_REF_SPLICE	m64139_220127_180020/110429462/ccs	0.226	["INTERCHROMOSOMAL[chr11--chr4]"]	0.226	1.0	True
TRIM52--KDM3B	1	TRIM52	2150	chr5:181260001:-	KDM3B	12378	chr5:138372674:+	ONLY_REF_SPLICE	m64139_220127_180020/127009898/ccs	0.226	["INTRACHROMOSOMAL[chr5:42.82Mb]"]	0.226	1.0	True
TRIM52--QSER1	1	TRIM52	2150	chr5:181260001:-	QSER1	20444	chr11:32953857:+	ONLY_REF_SPLICE	m64139_220127_180020/7865941/ccs	0.226	["INTERCHROMOSOMAL[chr5--chr11]"]	0.226	1.0	True
TRIO--NEDD8	1	TRIO	8353	chr5:14287063:+	NEDD8	84306	chr14:24218431:-	ONLY_REF_SPLICE	m64139_220127_180020/119146821/ccs	0.226	["INTERCHROMOSOMAL[chr5--chr14]"]	0.226	1.0	True
TRIP11--HMMR	1	TRIP11	5759	chr14:92025310:-	HMMR	37130	chr5:163463856:+	ONLY_REF_SPLICE	m64139_220127_180020/51839282/ccs	0.226	["INTERCHROMOSOMAL[chr14--chr5]"]	0.226	1.0	True
TRIP12--ASNS	1	TRIP12	6222	chr2:229879982:-	ASNS	60908	chr7:97858955:-	ONLY_REF_SPLICE	m64139_220127_180020/80087064/ccs	0.226	["INTERCHROMOSOMAL[chr2--chr7]"]	0.226	1.0	True
TRNT1--BRAF	1	TRNT1	3256	chr3:3129188:+	BRAF	58239	chr7:140739946:-	ONLY_REF_SPLICE	m64139_220127_180020/133827219/ccs	0.226	["INTERCHROMOSOMAL[chr3--chr7]"]	0.226	1.0	True
TRRAP--HTT	1	TRRAP	26686	chr7:98931665:+	HTT	157430	chr4:3233163:+	ONLY_REF_SPLICE	m64139_220127_180020/130221511/ccs	0.226	["INTERCHROMOSOMAL[chr7--chr4]"]	0.226	1.0	True
TTC14--ZFAND3	1	TTC14	8797	chr3:180610003:+	ZFAND3	19866	chr6:38082392:+	ONLY_REF_SPLICE	m64139_220127_180020/100666200/ccs	0.226	["INTERCHROMOSOMAL[chr3--chr6]"]	0.226	1.0	True
UBE2E2--MARCHF6	1	UBE2E2	3680	chr3:23217312:+	MARCHF6	16281	chr5:10377798:+	ONLY_REF_SPLICE	m64139_220127_180020/85460871/ccs	0.226	[]	0.226	1.0	True
TTC17--DDIAS	1	TTC17	9227	chr11:43398113:+	DDIAS	44497	chr11:82928777:+	ONLY_REF_SPLICE	m64139_220127_180020/74318941/ccs	0.226	["INTRACHROMOSOMAL[chr11:39.41Mb]"]	0.226	1.0	True
TTC17--WHAMMP4	1	TTC17	9227	chr11:43398113:+	WHAMMP4	38886	chr15:30474356:+	ONLY_REF_SPLICE	m64139_220127_180020/149947934/ccs	0.226	[]	0.226	1.0	True
TTC3--ATP5F1C	1	TTC3	9081	chr21:37088886:+	ATP5F1C	70192	chr10:7799772:+	ONLY_REF_SPLICE	m64139_220127_180020/5376066/ccs	0.226	[]	0.226	1.0	True
TTC3--CYB5B	1	TTC3	1248	chr21:37073473:+	CYB5B	69752	chr16:69447150:+	ONLY_REF_SPLICE	m64139_220127_180020/18286957/ccs	0.226	["INTERCHROMOSOMAL[chr21--chr16]"]	0.226	1.0	True
TTC33--ENSG00000285616	1	TTC33	2362	chr5:40746798:-	ENSG00000285616	26359	chr5:40475786:-	ONLY_REF_SPLICE	m64139_220127_180020/96142482/ccs	0.226	[]	0.226	1.0	True
TTC33--TRIO	1	TTC33	4576	chr5:40728345:-	TRIO	49674	chr5:14387438:+	ONLY_REF_SPLICE	m64139_220127_180020/105712318/ccs	0.226	["INTRACHROMOSOMAL[chr5:26.18Mb]"]	0.226	1.0	True
TVP23B--AFG1L	1	TVP23B	3840	chr17:18789435:+	AFG1L	26733	chr6:108447214:+	ONLY_REF_SPLICE	m64139_220127_180020/85068020/ccs	0.226	[]	0.226	1.0	True
TXN--MS4A1	1	TXN	4078	chr9:110244778:-	MS4A1	15798	chr11:60466998:+	ONLY_REF_SPLICE	m64139_220127_180020/171311867/ccs	0.226	["INTERCHROMOSOMAL[chr9--chr11]"]	0.226	1.0	True
TYMP--MCM3	1	TYMP	2521	chr22:50528512:-	MCM3	9567	chr6:52283406:-	ONLY_REF_SPLICE	m64139_220127_180020/84805998/ccs	0.226	["INTERCHROMOSOMAL[chr22--chr6]"]	0.226	1.0	True
U2SURP--AKAP9	1	U2SURP	15342	chr3:143023064:+	AKAP9	47451	chr7:91992885:+	ONLY_REF_SPLICE	m64139_220127_180020/39782067/ccs	0.226	["INTERCHROMOSOMAL[chr3--chr7]"]	0.226	1.0	True
UBALD1--PTGR3	1	UBALD1	1350	chr16:4614678:-	PTGR3	11810	chr18:75202340:-	ONLY_REF_SPLICE	m64139_220127_180020/4326078/ccs	0.226	[]	0.226	1.0	True
UBE2D2--CARD8	1	UBE2D2	1182	chr5:139526612:+	CARD8	19809	chr19:48241063:-	ONLY_REF_SPLICE	m64139_220127_180020/8128111/ccs	0.226	["INTERCHROMOSOMAL[chr5--chr19]"]	0.226	1.0	True
VPS39--DRG1	1	VPS39	6948	chr15:42187271:-	DRG1	29926	chr22:31420256:+	ONLY_REF_SPLICE	m64139_220127_180020/145098444/ccs	0.226	["INTERCHROMOSOMAL[chr15--chr22]"]	0.226	1.0	True
VPS45--TTK	1	VPS45	6189	chr1:150077779:+	TTK	43745	chr6:80026378:+	ONLY_REF_SPLICE	m64139_220127_180020/101516586/ccs	0.226	["INTERCHROMOSOMAL[chr1--chr6]"]	0.226	1.0	True
TRA2B--SLC25A17	1	TRA2B	5951	chr3:185931577:-	SLC25A17	33476	chr22:40779125:-	ONLY_REF_SPLICE	m64139_220127_180020/117245421/ccs	0.226	["INTERCHROMOSOMAL[chr3--chr22]"]	0.226	1.0	True
VRK1--ZNF266	1	VRK1	19902	chr14:96860735:+	ZNF266	54507	chr19:9435193:-	ONLY_REF_SPLICE	m64139_220127_180020/164760137/ccs	0.226	["INTERCHROMOSOMAL[chr14--chr19]"]	0.226	1.0	True
ZDHHC17--NAP1L1	1	ZDHHC17	1227	chr12:76764329:+	NAP1L1	39103	chr12:76060279:-	ONLY_REF_SPLICE	m64139_220127_180020/73662797/ccs	0.226	["ChimerSeq","INTRACHROMOSOMAL[chr12:0.68Mb]"]	0.226	1.0	True
ZDHHC17--RCHY1	1	ZDHHC17	16856	chr12:76840483:+	RCHY1	36190	chr4:75494179:-	ONLY_REF_SPLICE	m64139_220127_180020/83364132/ccs	0.226	["INTERCHROMOSOMAL[chr12--chr4]"]	0.226	1.0	True
ZFAND6--AMACR	1	ZFAND6	6258	chr15:80098578:+	AMACR	27083	chr5:33989502:-	ONLY_REF_SPLICE	m64139_220127_180020/26346541/ccs	0.226	["INTERCHROMOSOMAL[chr15--chr5]"]	0.226	1.0	True
ZFC3H1--TM2D3	1	ZFC3H1	9223	chr12:71644095:-	TM2D3	41272	chr15:101645162:-	ONLY_REF_SPLICE	m64139_220127_180020/16974010/ccs	0.226	["INTERCHROMOSOMAL[chr12--chr15]"]	0.226	1.0	True
ZFP82--GLCCI1	1	ZFP82	4460	chr19:36405580:-	GLCCI1	24621	chr7:8055436:+	ONLY_REF_SPLICE	m64139_220127_180020/104728275/ccs	0.226	["INTERCHROMOSOMAL[chr19--chr7]"]	0.226	1.0	True
ZKSCAN1--CCHCR1	1	ZKSCAN1	5283	chr7:100024307:+	CCHCR1	27866	chr6:31145808:-	ONLY_REF_SPLICE	m64139_220127_180020/143655133/ccs	0.226	["INTERCHROMOSOMAL[chr7--chr6]"]	0.226	1.0	True
ZNF106--UBR1	1	ZNF106	1162	chr15:42490980:-	UBR1	37268	chr15:43086240:-	ONLY_REF_SPLICE	m64139_220127_180020/174785099/ccs	0.226	["INTRACHROMOSOMAL[chr15:0.45Mb]"]	0.226	1.0	True
ZNF124--MYO1C	1	ZNF124	1173	chr1:247171848:-	MYO1C	20608	chr17:1484303:-	ONLY_REF_SPLICE	m64139_220127_180020/77595815/ccs	0.226	["INTERCHROMOSOMAL[chr1--chr17]"]	0.226	1.0	True
ZNF235--RABL2A	1	ZNF235	4322	chr19:44298820:-	RABL2A	20179	chr2:113632915:+	ONLY_REF_SPLICE	m64139_220127_180020/158401376/ccs	0.226	["INTERCHROMOSOMAL[chr19--chr2]"]	0.226	1.0	True
ZNF248--SRSF2	1	ZNF248	7191	chr10:37831232:-	SRSF2	18007	chr17:76735158:-	ONLY_REF_SPLICE	m64139_220127_180020/74383566/ccs	0.226	["INTERCHROMOSOMAL[chr10--chr17]"]	0.226	1.0	True
ZNF292--LRRC1	1	ZNF292	3894	chr6:87155759:+	LRRC1	39785	chr6:53842110:+	ONLY_REF_SPLICE	m64139_220127_180020/81658052/ccs	0.226	["INTRACHROMOSOMAL[chr6:33.23Mb]"]	0.226	1.0	True
ZNF292--PHIP	1	ZNF292	3894	chr6:87155759:+	PHIP	45661	chr6:79026164:-	ONLY_REF_SPLICE	m64139_220127_180020/134744836/ccs	0.226	["INTRACHROMOSOMAL[chr6:8.07Mb]"]	0.226	1.0	True
ZNF292--RNGTT	1	ZNF292	3894	chr6:87155759:+	RNGTT	41532	chr6:88906440:-	ONLY_REF_SPLICE	m64139_220127_180020/143131403/ccs	0.226	["INTRACHROMOSOMAL[chr6:1.35Mb]"]	0.226	1.0	True
ZNF30--PNPLA6	1	ZNF30	1314	chr19:34927216:+	PNPLA6	17481	chr19:7542561:+	ONLY_REF_SPLICE	m64139_220127_180020/162072619/ccs	0.226	["INTRACHROMOSOMAL[chr19:27.37Mb]"]	0.226	1.0	True
ZNF317--ELAVL1	1	ZNF317	1196	chr19:9140592:+	ELAVL1	14809	chr19:7991831:-	ONLY_REF_SPLICE	m64139_220127_180020/136643031/ccs	0.226	["INTRACHROMOSOMAL[chr19:0.70Mb]"]	0.226	1.0	True
ZNF331--PCID2	1	ZNF331	3860	chr19:53522684:+	PCID2	27506	chr13:113200516:-	ONLY_REF_SPLICE	m64139_220127_180020/129827566/ccs	0.226	["INTERCHROMOSOMAL[chr19--chr13]"]	0.226	1.0	True
ZNF514--INPP5B	1	ZNF514	11117	chr2:95148885:-	INPP5B	40199	chr1:37882918:-	ONLY_REF_SPLICE	m64139_220127_180020/34997767/ccs	0.226	["INTERCHROMOSOMAL[chr2--chr1]"]	0.226	1.0	True
ZNF547--SNX5	1	ZNF547	1227	chr19:57363703:+	SNX5	15449	chr20:17957037:-	ONLY_REF_SPLICE	m64139_220127_180020/54069451/ccs	0.226	["INTERCHROMOSOMAL[chr19--chr20]"]	0.226	1.0	True
ZNF66--EPS8	1	ZNF66	3401	chr19:20793878:+	EPS8	44074	chr12:15647260:-	ONLY_REF_SPLICE	m64139_220127_180020/95422533/ccs	0.226	["INTERCHROMOSOMAL[chr19--chr12]"]	0.226	1.0	True
ZNF711--HNRNPDL	1	ZNF711	3017	chrX:85246022:+	HNRNPDL	21928	chr4:82426129:-	ONLY_REF_SPLICE	m64139_220127_180020/175442458/ccs	0.226	["INTERCHROMOSOMAL[chrX--chr4]"]	0.226	1.0	True
ZNF77--CAMK2D	1	ZNF77	3839	chr19:2936524:-	CAMK2D	38514	chr4:113460241:-	ONLY_REF_SPLICE	m64139_220127_180020/86116586/ccs	0.226	["INTERCHROMOSOMAL[chr19--chr4]"]	0.226	1.0	True
ZNF775--MTMR14	1	ZNF775	4423	chr7:150388501:+	MTMR14	23056	chr3:9683178:+	ONLY_REF_SPLICE	m64139_220127_180020/55314992/ccs	0.226	["INTERCHROMOSOMAL[chr7--chr3]"]	0.226	1.0	True
ZNF787--U2AF2	1	ZNF787	2470	chr19:56103139:-	U2AF2	12043	chr19:55659210:+	ONLY_REF_SPLICE	m64139_220127_180020/111477674/ccs	0.226	["INTRACHROMOSOMAL[chr19:0.41Mb]"]	0.226	1.0	True
ZNF791--DHX16	1	ZNF791	4345	chr19:12624710:+	DHX16	22237	chr6:30660242:-	ONLY_REF_SPLICE	m64139_220127_180020/11012868/ccs	0.226	["INTERCHROMOSOMAL[chr19--chr6]"]	0.226	1.0	True
ZNF8--TENT4A	1	ZNF8	1193	chr19:58279147:+	TENT4A	18065	chr5:6737510:+	ONLY_REF_SPLICE	m64139_220127_180020/175376475/ccs	0.226	[]	0.226	1.0	True
ZNG1C--SUB1	1	ZNG1C	25625	chr9:68286040:+	SUB1	44356	chr5:32598961:+	ONLY_REF_SPLICE	m64139_220127_180020/152567896/ccs	0.226	[]	0.226	1.0	True
ZWINT--GFUS	1	ZWINT	3365	chr10:56358909:-	GFUS	9373	chr8:143616723:-	ONLY_REF_SPLICE	m64139_220127_180020/79823289/ccs	0.226	[]	0.226	1.0	True
ZCCHC7--SNX30	1	ZCCHC7	3730	chr9:37126942:+	SNX30	23456	chr9:112804776:+	ONLY_REF_SPLICE	m64139_220127_180020/154600561/ccs	0.226	["INTRACHROMOSOMAL[chr9:75.39Mb]"]	0.226	1.0	True
ZCCHC7--ATOSA	1	ZCCHC7	3730	chr9:37126942:+	ATOSA	30459	chr15:52613857:-	ONLY_REF_SPLICE	m64139_220127_180020/146211984/ccs	0.226	[]	0.226	1.0	True
ZC3HAV1--UBN2	1	ZC3HAV1	2922	chr7:139109024:-	UBN2	26897	chr7:139237005:+	ONLY_REF_SPLICE	m64139_220127_180020/139528543/ccs	0.226	["INTRACHROMOSOMAL[chr7:0.12Mb]"]	0.226	1.0	True
WDR70--GRK3	1	WDR70	9584	chr5:37516590:+	GRK3	35397	chr22:25678816:+	ONLY_REF_SPLICE	m64139_220127_180020/90964941/ccs	0.226	[]	0.226	1.0	True
VRK2--NPIPB13	1	VRK2	9945	chr2:58048967:+	NPIPB13	35213	chr16:30245611:-	ONLY_REF_SPLICE	m64139_220127_180020/99943998/ccs	0.226	[]	0.226	1.0	True
VTI1A--LINC02935	1	VTI1A	13845	chr10:112668998:+	LINC02935	25543	chr10:112905977:+	ONLY_REF_SPLICE	m64139_220127_180020/74776986/ccs	0.226	[]	1.128	0.20035460992907803	True
WASHC5--ATP5PB	1	WASHC5	1205	chr8:125091615:-	ATP5PB	34396	chr1:111454211:+	ONLY_REF_SPLICE	m64139_220127_180020/51775951/ccs	0.226	[]	0.226	1.0	True
WDPCP--UPP1	1	WDPCP	30464	chr2:63313248:-	UPP1	53030	chr7:48106873:+	ONLY_REF_SPLICE	m64139_220127_180020/6881766/ccs	0.226	["INTERCHROMOSOMAL[chr2--chr7]"]	0.226	1.0	True
WDR1--ZMYM6	1	WDR1	11611	chr4:10097711:-	ZMYM6	48822	chr1:35011036:-	ONLY_REF_SPLICE	m64139_220127_180020/178651714/ccs	0.226	["INTERCHROMOSOMAL[chr4--chr1]"]	0.226	1.0	True
WDR27--PHF10	1	WDR27	31677	chr6:169582836:-	PHF10	44869	chr6:169718918:-	ONLY_REF_SPLICE	m64139_220127_180020/130483247/ccs	0.226	["DEEPEST2019","INTRACHROMOSOMAL[chr6:0.00Mb]","LOCAL_REARRANGEMENT:-:[1857]"]	0.226	1.0	True
WDR37--ATXN2	1	WDR37	6586	chr10:1078003:+	ATXN2	59040	chr12:111457359:-	ONLY_REF_SPLICE	m64139_220127_180020/52693464/ccs	0.226	["INTERCHROMOSOMAL[chr10--chr12]"]	0.226	1.0	True
WDR37--GANC	1	WDR37	16738	chr10:1105267:+	GANC	36825	chr15:42292735:+	ONLY_REF_SPLICE	m64139_220127_180020/141427948/ccs	0.226	["INTERCHROMOSOMAL[chr10--chr15]"]	0.226	1.0	True
WDR4--SUMO3	1	WDR4	12544	chr21:42850041:-	SUMO3	19380	chr21:44814104:-	ONLY_REF_SPLICE	m64139_220127_180020/26478339/ccs	0.226	["INTRACHROMOSOMAL[chr21:1.93Mb]"]	0.226	1.0	True
WDR45B--MATR3	1	WDR45B	2355	chr17:82643949:-	MATR3	20090	chr5:139307239:+	ONLY_REF_SPLICE	m64139_220127_180020/37159027/ccs	0.226	["INTERCHROMOSOMAL[chr17--chr5]"]	0.226	1.0	True
WDR6--PGAP6	1	WDR6	1470	chr3:49007531:+	PGAP6	15133	chr16:377848:-	ONLY_REF_SPLICE	m64139_220127_180020/53872339/ccs	0.226	[]	0.226	1.0	True
WDR7--VPS53	1	WDR7	2634	chr18:56672674:+	VPS53	86459	chr17:562745:-	ONLY_REF_SPLICE	m64139_220127_180020/45547999/ccs	0.226	["INTERCHROMOSOMAL[chr18--chr17]"]	0.226	1.0	True
WDR73--NDC1	1	WDR73	4366	chr15:84647890:-	NDC1	30673	chr1:53789196:-	ONLY_REF_SPLICE	m64139_220127_180020/178325809/ccs	0.226	["INTERCHROMOSOMAL[chr15--chr1]"]	0.226	1.0	True
ZBTB8OS--ZNF133	1	ZBTB8OS	1475	chr1:32650429:-	ZNF133	16820	chr20:18297985:+	ONLY_REF_SPLICE	m64139_220127_180020/74188850/ccs	0.226	["INTERCHROMOSOMAL[chr1--chr20]"]	0.226	1.0	True
WWOX--ENSG00000261537	1	WWOX	34377	chr16:78432752:+	ENSG00000261537	50172	chr16:78996202:+	ONLY_REF_SPLICE	m64139_220127_180020/170590808/ccs	0.226	[]	0.226	1.0	True
XPO1--CLK1	1	XPO1	2180	chr2:61537562:-	CLK1	45003	chr2:200861862:-	ONLY_REF_SPLICE	m64139_220127_180020/88736056/ccs	0.226	["INTRACHROMOSOMAL[chr2:139.31Mb]"]	0.226	1.0	True
XRCC5--BARD1	1	XRCC5	20768	chr2:216162048:+	BARD1	39814	chr2:214752555:-	ONLY_REF_SPLICE	m64139_220127_180020/99745990/ccs	0.226	["INTRACHROMOSOMAL[chr2:1.30Mb]"]	0.226	1.0	True
XRN1--ANKRD36C	1	XRN1	25933	chr3:142376479:-	ANKRD36C	90107	chr2:95899336:-	ONLY_REF_SPLICE	m64139_220127_180020/94831132/ccs	0.226	["INTERCHROMOSOMAL[chr3--chr2]"]	0.226	1.0	True
XRN1--ATR	1	XRN1	14476	chr3:142417140:-	ATR	58165	chr3:142560454:-	ONLY_REF_SPLICE	m64139_220127_180020/68616774/ccs	0.226	["DEEPEST2019","DepMap2023","CCLE_StarF2019","INTRACHROMOSOMAL[chr3:0.00Mb]","LOCAL_REARRANGEMENT:-:[1173]"]	0.226	1.0	True
XRN1--SLC25A36	1	XRN1	33152	chr3:142355401:-	SLC25A36	52080	chr3:140956527:+	ONLY_REF_SPLICE	m64139_220127_180020/171573429/ccs	0.226	["INTRACHROMOSOMAL[chr3:1.33Mb]"]	0.226	1.0	True
YIPF6--IFNAR2	1	YIPF6	10206	chrX:68522917:+	IFNAR2	22343	chr21:33241840:+	ONLY_REF_SPLICE	m64139_220127_180020/144311896/ccs	0.226	["INTERCHROMOSOMAL[chrX--chr21]"]	0.226	1.0	True
YWHAE--GEMIN4	1	YWHAE	1176	chr17:1400047:-	GEMIN4	19105	chr17:748032:-	ONLY_REF_SPLICE	m64139_220127_180020/179571105/ccs	0.226	["INTRACHROMOSOMAL[chr17:0.59Mb]"]	0.226	1.0	True
YWHAE--TNK2	1	YWHAE	1176	chr17:1400047:-	TNK2	23359	chr3:195888606:-	ONLY_REF_SPLICE	m64139_220127_180020/24709101/ccs	0.226	["INTERCHROMOSOMAL[chr17--chr3]"]	0.226	1.0	True
ZBTB17--SPEN	1	ZBTB17	2237	chr1:15973039:-	SPEN	18264	chr1:15872816:+	ONLY_REF_SPLICE	m64139_220127_180020/70454049/ccs	0.226	["INTRACHROMOSOMAL[chr1:0.00Mb]","LOCAL_INVERSION:-:+:[1409]"]	0.226	1.0	True
ZBTB25--LINC00869	1	ZBTB25	5948	chr14:64490361:-	LINC00869	25063	chr1:149646599:+	ONLY_REF_SPLICE	m64139_220127_180020/5048738/ccs	0.226	["INTERCHROMOSOMAL[chr14--chr1]"]	0.226	1.0	True
ZBTB8OS--AKAP8	1	ZBTB8OS	2527	chr1:32634768:-	AKAP8	18152	chr19:15373340:-	ONLY_REF_SPLICE	m64139_220127_180020/173670823/ccs	0.226	["INTERCHROMOSOMAL[chr1--chr19]"]	0.226	1.0	True
TRAPPC12--NOL10	1	TRAPPC12	7913	chr2:3424663:+	NOL10	45926	chr2:10644372:-	ONLY_REF_SPLICE	m64139_220127_180020/40764954/ccs	0.226	["INTRACHROMOSOMAL[chr2:7.09Mb]"]	0.226	1.0	True
TRA2A--SH3KBP1	1	TRA2A	1253	chr7:23531789:-	SH3KBP1	18695	chrX:19746441:-	ONLY_REF_SPLICE	m64139_220127_180020/75957650/ccs	0.226	["INTERCHROMOSOMAL[chr7--chrX]"]	0.226	1.0	True
SIPA1L3--RBM39	1	SIPA1L3	10311	chr19:38100150:+	RBM39	57844	chr20:35709256:-	ONLY_REF_SPLICE	m64139_220127_180020/160628864/ccs	0.226	["INTERCHROMOSOMAL[chr19--chr20]"]	0.226	1.0	True
STAM2--AMMECR1L	1	STAM2	1161	chr2:152175603:-	AMMECR1L	24275	chr2:127874272:-	ONLY_REF_SPLICE	m64139_220127_180020/47384375/ccs	0.226	["INTRACHROMOSOMAL[chr2:24.23Mb]"]	0.226	1.0	True
SNX1--DENND4A	1	SNX1	3516	chr15:64112684:+	DENND4A	33440	chr15:65741784:-	ONLY_REF_SPLICE	m64139_220127_180020/120457524/ccs	0.226	["INTRACHROMOSOMAL[chr15:1.51Mb]"]	0.226	1.0	True
SNX20--RAB2B	1	SNX20	3455	chr16:50675770:-	RAB2B	14112	chr14:21476599:-	ONLY_REF_SPLICE	m64139_220127_180020/97389329/ccs	0.226	["INTERCHROMOSOMAL[chr16--chr14]"]	0.226	1.0	True
SNX29--GATD1-DT	1	SNX29	22728	chr16:12278036:+	GATD1-DT	43408	chr11:783530:+	ONLY_REF_SPLICE	m64139_220127_180020/154929525/ccs	0.226	[]	0.226	1.0	True
SNX8--SUN1	1	SNX8	3377	chr7:2314328:-	SUN1	32701	chr7:848418:+	ONLY_REF_SPLICE	m64139_220127_180020/27459611/ccs	0.226	["INTRACHROMOSOMAL[chr7:1.36Mb]"]	0.226	1.0	True
SOX5--NT5DC1	1	SOX5	24739	chr12:23665444:-	NT5DC1	55734	chr6:116221054:+	ONLY_REF_SPLICE	m64139_220127_180020/5311223/ccs	0.226	["INTERCHROMOSOMAL[chr12--chr6]"]	0.226	1.0	True
SP100--PSMD1	1	SP100	2724	chr2:230417665:+	PSMD1	72031	chr2:231161340:+	ONLY_REF_SPLICE	m64139_220127_180020/120127966/ccs	0.226	["INTRACHROMOSOMAL[chr2:0.51Mb]"]	0.226	1.0	True
SP140--ENSG00000244620	1	SP140	31431	chr2:230311595:+	ENSG00000244620	37413	chr14:105894893:+	ONLY_REF_SPLICE	m64139_220127_180020/1179864/ccs	0.226	[]	0.226	1.0	True
SP140L--CEP192	1	SP140L	8455	chr2:230371651:+	CEP192	48996	chr18:13059082:+	ONLY_REF_SPLICE	m64139_220127_180020/37882144/ccs	0.226	["INTERCHROMOSOMAL[chr2--chr18]"]	0.226	1.0	True
SP3--DYNC1I2	1	SP3	5762	chr2:173954873:-	DYNC1I2	45773	chr2:171744049:+	ONLY_REF_SPLICE	m64139_220127_180020/75170921/ccs	0.226	["INTRACHROMOSOMAL[chr2:2.16Mb]"]	0.226	1.0	True
SP4--RNF216	1	SP4	3801	chr7:21430843:+	RNF216	36515	chr7:5652510:-	ONLY_REF_SPLICE	m64139_220127_180020/77398820/ccs	0.226	["INTRACHROMOSOMAL[chr7:15.65Mb]"]	0.226	1.0	True
SPCS2--EMSY	1	SPCS2	1139	chr11:74949399:+	EMSY	25986	chr11:76513386:+	ONLY_REF_SPLICE	m64139_220127_180020/165415086/ccs	0.226	[]	0.226	1.0	True
SPEF2--ANKRD36	1	SPEF2	3568	chr5:35641683:+	ANKRD36	65708	chr2:97142640:+	ONLY_REF_SPLICE	m64139_220127_180020/10223882/ccs	0.226	["INTERCHROMOSOMAL[chr5--chr2]"]	0.226	1.0	True
